City,Title,Recruitment_period,Education_period,Date,Quota,Address,State,Detail,Post
경기도 수원시,쉽게 배우는 유튜브 콘텐츠 제작 기초반(2회차),2025-04-25 ~ 2025-06-18,2025-06-19 ~ 2025-07-17,"목
10:00 ~ 13:00","0 / 15
(0 / 0)",수원여성인력개발센터,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250425102139&q_currPage=11&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,6월 월담- 시민기자가 바라본 유네스코 세계문화유산 수원화성 [뭐라도학교],2025-03-13 ~ 2025-06-19,2025-06-19 ~ 2025-06-19,"목
15:00 ~ 17:00","0 / 30
(0 / 0)",수원시글로벌평생학습관,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250313034129&q_currPage=11&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,"음악미학과 오디오 소리의 본질, 그리고 클래식 감상",2025-03-04 ~ 2025-06-19,2025-04-10 ~ 2025-06-19,"목
10:00 ~ 12:00","0 / 50
(0 / 0)",수원시글로벌평생학습관,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250304214153&q_currPage=11&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,[2025-06-21]수원향교 활용 프로그램 - 수원향교와 자연 이야기(자연체험),~ 2025-06-20,2025-06-21 ~ 2025-06-21,10:30 ~ 12:00,"20 / 20
(5 / 5)",수원향교,접수마감,https://www.suwon.go.kr/web/reserv/edu/view.do?seqNo=10042&q_currPage=11&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,금빛합창단(동아리),2025-03-04 ~ 2025-06-20,2026-04-01 ~ 2025-06-30,"월
10:30 ~ 11:30","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250307092030&q_currPage=11&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,시조창교실,2025-03-04 ~ 2025-06-20,2026-04-01 ~ 2025-06-30,"금
14:00 ~ 16:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250226100658&q_currPage=12&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,유튜브 브랜드(동아리),2025-03-04 ~ 2025-06-20,2026-04-01 ~ 2025-06-30,"매월 셋째주 화요일
14:00 ~ 15:30","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250226100742&q_currPage=12&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,현대미술,2025-03-04 ~ 2025-06-20,2026-04-01 ~ 2025-06-30,"월
10:00 ~ 12:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250226104853&q_currPage=12&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,스포츠댄스교실,2025-03-04 ~ 2025-06-20,2026-04-01 ~ 2025-06-30,"월,목
13:30 ~ 15:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250226132712&q_currPage=12&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,요가교실,2025-03-04 ~ 2025-06-20,2026-04-01 ~ 2025-06-30,"화,수,목
10:00 ~ 11:00","0 / 3
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250226133741&q_currPage=12&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,한국무용교실,2025-03-04 ~ 2025-06-20,2026-04-01 ~ 2025-06-30,"화,금
11:30 ~ 13:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250226134035&q_currPage=12&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,탁구교실(중급),2025-03-04 ~ 2025-06-20,2026-04-01 ~ 2025-06-30,"월,수
15:30 ~ 17:30","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250226134603&q_currPage=12&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,인두화교실,2025-03-04 ~ 2025-06-20,2026-04-01 ~ 2025-06-30,"수
10:00 ~ 12:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250226134724&q_currPage=12&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,한문교실,2025-03-04 ~ 2025-06-20,2026-04-01 ~ 2025-06-30,"금
10:00 ~ 11:00","0 / 1
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250226134940&q_currPage=12&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,하모니카(동아리),2025-03-04 ~ 2025-06-20,2026-04-01 ~ 2025-06-30,"수
14:00 ~ 16:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250226135533&q_currPage=12&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,노래교실(동아리),2025-03-04 ~ 2025-06-20,2026-04-01 ~ 2025-06-30,"금
13:00 ~ 15:00","0 / 2
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250226135615&q_currPage=13&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,정효사랑(동아리),2025-03-04 ~ 2025-06-20,2026-04-01 ~ 2025-06-30,"금
15:30 ~ 17:30","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250226135651&q_currPage=13&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,난타교실,2025-03-04 ~ 2025-06-20,2026-04-01 ~ 2025-06-30,"화
13:00 ~ 14:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250226152028&q_currPage=13&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,탁구교실(초급),2025-03-04 ~ 2025-06-20,2026-04-01 ~ 2025-06-30,"수
13:00 ~ 15:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250226152940&q_currPage=13&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,월간 강양구 <우리시대 과학 읽기> 2분기,2025-03-04 ~ 2025-06-24,2025-04-29 ~ 2025-06-24,"화
19:00 ~ 21:00","0 / 0
(0 / 0)",수원시글로벌평생학습관,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250305034160&q_currPage=13&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,젠더감수성 향상을 위한 역량강화 교육,2025-05-16 ~ 2025-06-24,2025-06-10 ~ 2025-06-24,"화
: ~ :","0 / 0
(0 / 0)",수원시청,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250516152941&q_currPage=13&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,[25년 2분기 문화초대석]바른자세 아름다운 워킹,2025-05-14 ~ 2025-06-26,2025-06-26 ~ 2025-06-26,"목
14:00 ~ 15:00","0 / 30
(0 / 0)",수원시글로벌평생학습관,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250514154215&q_currPage=13&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,토요일 오후 2시 후소와 함께,2025-04-02 ~ 2025-06-27,2025-04-05 ~ 2025-06-28,"토
14:00 ~ 15:00","0 / 10
(0 / 0)",수원화성박물관,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250327092742&q_currPage=13&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,채운의 개념으로 읽는 철학 2분기,2025-03-04 ~ 2025-06-27,2025-04-25 ~ 2025-06-27,"금
19:00 ~ 21:00","0 / 0
(0 / 0)",수원시글로벌평생학습관,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250304214157&q_currPage=13&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,헬스,2025-03-10 ~ 2025-06-30,2025-04-01 ~ 2025-06-30,"월 ~ 금
09:00 ~ 21:00","0 / 0
(0 / 0)",문화센터 3층,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250306111526&q_currPage=13&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,(동아리)일본어(중급),2025-03-10 ~ 2025-06-30,2025-04-01 ~ 2025-06-30,"화,목
10:30 ~ 12:00","0 / 0
(0 / 0)",프로그램1실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250306125506&q_currPage=14&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,서예&캘리그라피,2025-03-10 ~ 2025-06-30,2025-04-01 ~ 2025-06-30,"월,금
10:00 ~ 12:00","0 / 1
(0 / 0)",프로그램1실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250306125746&q_currPage=14&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,저녁요가A,2025-03-10 ~ 2025-06-30,2025-04-01 ~ 2025-06-30,"월,수
16:50 ~ 17:50","0 / 1
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250306113025&q_currPage=14&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,고전무용B,2025-03-10 ~ 2025-06-30,2025-04-01 ~ 2025-06-30,"화,목
11:00 ~ 13:00","0 / 1
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250306124329&q_currPage=14&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,저녁요가B,2025-03-10 ~ 2025-06-30,2025-04-01 ~ 2025-06-30,"월,수
18:00 ~ 19:00","0 / 2
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250306124803&q_currPage=14&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,고전무용A,2025-03-10 ~ 2025-06-30,2025-04-01 ~ 2025-06-30,"화,목
09:00 ~ 11:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250306163610&q_currPage=14&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,[25년 2분기 문화초대석]클래식 기타,2025-05-14 ~ 2025-07-01,2025-07-01 ~ 2025-07-01,"화
14:00 ~ 16:00","0 / 30
(0 / 0)",수원시글로벌평생학습관,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250514154214&q_currPage=14&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,[평일반]알기쉬운 부동산 공경매 (2025.4회차),2025-03-13 ~ 2025-07-07,2025-07-09 ~ 2025-09-03,"수
09:30 ~ 12:30","0 / 20
(0 / 0)",수원여성인력개발센터,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250313094733&q_currPage=14&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,[국민내일배움카드교육] 정리수납전문가2급자격취득과정 7회차(주말반),2025-05-14 ~ 2025-07-10,2025-07-12 ~ 2025-08-30,"토
09:30 ~ 12:30","0 / 20
(0 / 0)",수원여성인력개발센터,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250514104834&q_currPage=14&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,탄탄블로그마케팅,2025-05-12 ~ 2025-07-21,2025-07-14 ~ 2025-09-01,"월
10:00 ~ 13:00","0 / 20
(0 / 0)",수원여성인력개발센터,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250512105701&q_currPage=14&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,초보탈출! 인스타그램 제대로 시작하기,2025-05-12 ~ 2025-07-21,2025-07-14 ~ 2025-08-18,"월
13:30 ~ 16:30","0 / 20
(0 / 0)",수원여성인력개발센터,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250512110056&q_currPage=15&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,[내일배움카드] 유튜브 동영상 편집과정(주중반),2025-05-02 ~ 2025-08-11,2025-08-14 ~ 2025-10-23,"목
09:30 ~ 13:30","0 / 20
(0 / 0)",수원여성인력개발센터,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250502110450&q_currPage=15&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,포토샵 기초부터 실무까지(GTQ 자격증 취득)(2025. 2회차),2025-05-14 ~ 2025-08-17,2025-08-12 ~ 2025-09-23,"화
09:30 ~ 12:30","0 / 20
(0 / 0)",수원여성인력개발센터,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250514101315&q_currPage=15&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,[영흥수목원] 텃밭관리 프로그램 - 맛있는 정원,2025-04-25 ~ 2025-09-08,2025-05-14 ~ 2025-09-10,"수
10:00 ~ 12:00","0 / 15
(0 / 0)",영흥수목원,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250425144149&q_currPage=15&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,[일월수목원] 모네 특별전시 셀프 교육 활동지 - 모네가 그린 식물들,2025-04-24 ~ 2025-09-14,2025-04-26 ~ 2025-09-14,"화,수,목,금,토,일
14:00 ~ 15:00","0 / 20
(0 / 0)",일월수목원,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250423133303&q_currPage=15&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,[일월수목원] 토종씨앗과 채소정원 - 토종작물텃밭 관리 프로그램,2025-04-15 ~ 2025-10-13,2025-04-30 ~ 2025-10-15,"수
10:00 ~ 12:00","0 / 15
(0 / 0)",일월수목원,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250411152016&q_currPage=15&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,[영흥수목원] (단체 및 기관접수) 피어나는기다림,2025-05-01 ~ 2025-11-27,2025-05-01 ~ 2025-11-29,"화,수,목,금
09:00 ~ 16:00","0 / 15
(0 / 0)",영흥수목원,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250509195416&q_currPage=15&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,[일월수목원] (단체 및 기관접수) 피어나는기다림,2025-05-01 ~ 2025-11-27,2025-05-01 ~ 2025-11-28,"화,수,목,금,토
10:00 ~ 16:00","0 / 15
(0 / 0)",일월수목원,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250509200810&q_currPage=15&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,시조창교실,2024-12-16 ~ 2025-12-31,2025-01-01 ~ 2025-12-31,"금
14:00 ~ 16:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250124100658&q_currPage=15&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,유튜브 브랜드(동아리),2024-12-16 ~ 2025-12-31,2025-01-01 ~ 2025-12-31,"화(1,3주)
13:30 ~ 14:30","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250124100742&q_currPage=15&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,현대미술,2024-12-16 ~ 2025-12-31,2025-01-01 ~ 2025-12-31,"월
10:00 ~ 12:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250124104853&q_currPage=16&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,스포츠댄스교실,2024-12-16 ~ 2025-12-31,2025-01-01 ~ 2025-12-31,"월,목
13:30 ~ 15:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250124132712&q_currPage=16&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,요가교실,2024-12-16 ~ 2025-12-31,2025-01-01 ~ 2025-12-31,"화,수,목
10:00 ~ 11:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250124133741&q_currPage=16&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,한국무용교실,2024-12-16 ~ 2025-12-31,2025-01-01 ~ 2025-12-31,"화,금
11:30 ~ 13:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250124134035&q_currPage=16&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,탁구교실,2024-12-16 ~ 2025-12-31,2025-01-01 ~ 2025-12-31,"월,수
15:30 ~ 17:30","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250124134603&q_currPage=16&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,인두화교실,2024-12-16 ~ 2025-12-31,2025-01-01 ~ 2025-12-31,"수
10:00 ~ 12:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250124134724&q_currPage=16&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,난타교실,2024-12-16 ~ 2025-12-31,2025-01-01 ~ 2025-12-31,"화
13:00 ~ 14:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250124134843&q_currPage=16&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,한문교실,2024-12-16 ~ 2025-12-31,2025-01-01 ~ 2025-12-31,"금
10:00 ~ 11:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250124134940&q_currPage=16&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,금빛합창단(동아리),2024-12-16 ~ 2025-12-31,2025-01-01 ~ 2025-12-31,"월
09:30 ~ 11:30","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250124135449&q_currPage=16&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,하모니카(동아리),2024-12-16 ~ 2025-12-31,2025-01-01 ~ 2025-12-31,"수
14:00 ~ 16:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250124135533&q_currPage=16&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,노래교실(동아리),2024-12-16 ~ 2025-12-31,2026-01-01 ~ 2025-12-31,"금
13:00 ~ 15:00","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250124135615&q_currPage=17&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
경기도 수원시,정효사랑(동아리),2024-12-16 ~ 2025-12-31,2025-01-01 ~ 2025-12-31,"금
15:30 ~ 17:30","0 / 0
(0 / 0)",대회의실,접수중,https://www.suwon.go.kr/web/reserv/edu/view.do?eduMstSeq=20250124135651&q_currPage=17&q_progressStatusCd=72&q_searchKey=ALL&q_rowPerPage=10&,
